404,1995-07-01T00:00:00.000Z,314,314.0
403,1995-07-02T00:00:00.000Z,5,202.66666666666666
404,1995-07-02T00:00:00.000Z,289,202.66666666666666
404,1995-07-03T00:00:00.000Z,473,189.33333333333334
500,1995-07-03T00:00:00.000Z,53,189.33333333333334
403,1995-07-03T00:00:00.000Z,2,189.33333333333334
403,1995-07-04T00:00:00.000Z,4,186.875
404,1995-07-04T00:00:00.000Z,355,186.875
501,1995-07-05T00:00:00.000Z,1,180.8181818181818
404,1995-07-05T00:00:00.000Z,491,180.8181818181818
403,1995-07-05T00:00:00.000Z,2,180.8181818181818
404,1995-07-06T00:00:00.000Z,630,201.84615384615384
403,1995-07-06T00:00:00.000Z,5,201.84615384615384
403,1995-07-07T00:00:00.000Z,1,199.375
404,1995-07-07T00:00:00.000Z,564,199.375
501,1995-07-07T00:00:00.000Z,1,199.375
404,1995-07-08T00:00:00.000Z,299,205.23529411764707
404,1995-07-09T00:00:00.000Z,341,206.8235294117647
404,1995-07-10T00:00:00.000Z,390,212.52941176470588
500,1995-07-10T00:00:00.000Z,1,212.52941176470588
404,1995-07-11T00:00:00.000Z,469,236.93333333333334
403,1995-07-12T00:00:00.000Z,3,243.8
404,1995-07-12T00:00:00.000Z,459,243.8
404,1995-07-13T00:00:00.000Z,524,263.5
501,1995-07-13T00:00:00.000Z,2,263.5
403,1995-07-14T00:00:00.000Z,3,247.5
404,1995-07-14T00:00:00.000Z,408,247.5
404,1995-07-15T00:00:00.000Z,252,262.5833333333333
404,1995-07-16T00:00:00.000Z,256,259.0
403,1995-07-17T00:00:00.000Z,1,226.57142857142858
501,1995-07-17T00:00:00.000Z,1,226.57142857142858
404,1995-07-17T00:00:00.000Z,403,226.57142857142858
404,1995-07-18T00:00:00.000Z,463,203.9375
403,1995-07-18T00:00:00.000Z,9,203.9375
501,1995-07-18T00:00:00.000Z,2,203.9375
500,1995-07-18T00:00:00.000Z,8,203.9375
403,1995-07-19T00:00:00.000Z,2,201.88235294117646
404,1995-07-19T00:00:00.000Z,636,201.88235294117646
404,1995-07-20T00:00:00.000Z,427,212.3125
404,1995-07-21T00:00:00.000Z,332,213.53333333333333
403,1995-07-22T00:00:00.000Z,2,198.26666666666668
404,1995-07-22T00:00:00.000Z,180,198.26666666666668
404,1995-07-23T00:00:00.000Z,230,196.8
501,1995-07-24T00:00:00.000Z,5,178.0
404,1995-07-24T00:00:00.000Z,324,178.0
403,1995-07-24T00:00:00.000Z,1,178.0
403,1995-07-25T00:00:00.000Z,7,192.875
404,1995-07-25T00:00:00.000Z,458,192.875
501,1995-07-26T00:00:00.000Z,1,195.13333333333333
404,1995-07-26T00:00:00.000Z,319,195.13333333333333
403,1995-07-26T00:00:00.000Z,3,195.13333333333333
403,1995-07-27T00:00:00.000Z,4,164.25
404,1995-07-27T00:00:00.000Z,334,164.25
501,1995-07-27T00:00:00.000Z,1,164.25
404,1995-07-28T00:00:00.000Z,93,143.375
